year,alcoholic_beverages_beverages_alcoholic,alcoholic_beverages_beverages_fermented,alcoholic_beverages_grapes,animal_products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy_roots_cassava,starchy_roots_potatoes,starchy_roots_roots_other,starchy_roots_sweet_potatoes,starchy_roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,0,0,0.2,10.4,2.9,0.5,0,0,0,0.2,0,0.1,35.2,0,0,0,0.1,0.3,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,1.5,0,0,0.3,0.4,0,0.5,0,0,0,0,0.1,0.3,0,0,0.1,0.3,1.7
1962,0,0,0.2,10.1,3.3,0.5,0,0,0,0.2,0,0.2,35,0,0,0,0.1,0.3,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0.2,0,0,2.3,0,0,0.3,0.4,0,0.4,0,0,0,0,0.1,0.3,0,0,0.1,0.3,1.8
1963,0,0,0.2,9.9,3.2,0.8,0,0,0,0.1,0,0.2,35.1,0,0,0,0.2,0.3,0,0,0.1,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,1.6,0,0,0.2,0.4,0,0.4,0,0,0,0,0.1,0.3,0,0,0.1,0.3,2.1
1964,0,0,0.1,10.1,3.1,1,0,0,0,0,0,0.2,35.1,0,0,0,0.2,0.3,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,1.4,0,0,0.2,0.5,0,0.4,0,0,0,0,0.1,0.3,0,0,0.1,0.3,1.8
1965,0,0,0.2,11.1,3.1,1.5,0,0,0,0,0,0.2,35.7,0,0,0,0.2,0.3,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,2.3,0,0,0.3,0.6,0,0.4,0,0,0,0,0.1,0.2,0,0,0.1,0.5,2.2
1966,0,0,0.1,11.6,3,0.6,0,0,0,0,0,0.2,35.2,0,0,0,0.2,0.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,1.7,0,0,0.3,0.4,0,0.5,0,0,0,0,0.1,0.3,0,0,0.1,0.5,2.4
1967,0,0,0.1,11.9,2.6,0.7,0,0,0,0.1,0,0.3,36.6,0,0,0,0.2,0.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,2.3,0,0,0.3,0.4,0,0.5,0,0,0,0,0.1,0.4,0,0,0.2,0.4,2.2
1968,0,0,0.1,11.7,2.3,1.1,0,0,0,0.1,0,0.3,36.7,0,0,0,0.2,0.3,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.3,0.1,0,2.3,0,0,0.2,0.4,0,0.4,0,0,0,0,0.1,0.2,0,0,0.1,0.3,2.3
1969,0,0,0.1,11.7,2.8,0.4,0,0,0,0,0,0.2,35.2,0,0,0,0.2,0.3,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0.2,0,2.4,0,0,0.3,0.5,0,0.4,0,0,0,0,0.1,0.3,0,0,0.1,0.6,2.6
1970,0,0,0.1,10.5,2.5,0.4,0,0,0,0.1,0,0.2,36.9,0,0,0,0.2,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0.3,0.1,0,1.5,0,0,0.3,0.4,0,0.4,0,0,0,0,0.1,0.2,0,0,0.1,0.6,2.7
1971,0,0,0.1,11.3,2.5,0.4,0,0,0,0.1,0,0.3,38.6,0,0,0,0.2,0.3,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0.4,0.2,0,3.2,0,0,0.2,0.6,0,0.5,0,0,0,0,0.1,0.2,0,0,0.1,0.6,2.9
1972,0,0,0.1,11.7,2.2,0.3,0,0,0,0.1,0,0.3,41.6,0,0,0,0.2,0.3,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0.5,0.1,0,3.1,0,0,0.2,0.6,0,0.7,0,0,0,0,0.1,0.3,0,0,0.1,0.6,2.7
1973,0,0,0.1,12.8,2,0.5,0,0,0,0.1,0,0.2,42,0,0,0,0.2,0.3,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0.2,0.1,0,0.6,0.1,0,3.1,0,0,0.2,0.5,0,0.5,0,0,0,0,0.1,0.3,0,0,0.1,0.8,2.7
1974,0,0,0.1,14.3,1.9,0.1,0,0,0,0.1,0,0.2,42.4,0,0,0,0.2,0.3,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0.2,0.1,0,0.7,0.1,0,3,0,0,0.2,0.5,0,0.6,0,0,0,0,0.1,0.4,0,0,0.1,0.8,3.1
1975,0,0,0.1,15.2,1.8,0.1,0,0,0,0.1,0,0.2,41.3,0,0,0,0.2,0.3,0,0,0.2,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0.7,0,0,3.9,0,0,0.3,0.5,0,0.6,0,0,0,0,0.1,0.3,0,0,0.1,0.8,3
1976,0,0,0.1,16.7,1.7,0.3,0,0,0,0.1,0,0.2,40.6,0,0,0,0.2,0.3,0,0,0.2,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0.8,0.1,0,3.5,0,0,0.3,0.5,0,0.6,0,0,0,0,0.2,0.3,0,0,0.1,0.8,3.6
1977,0,0,0.1,17.8,1.7,0.3,0,0,0,0.1,0,0.2,44.2,0,0,0,0.2,0.3,0,0,0.2,0,0,0,0,0,0,0.1,0,0,0.2,0,0,1,0.2,0,2.8,0,0,0.3,0.5,0,0.6,0,0,0,0,0.1,0.3,0,0,0.1,0.7,3.1
1978,0,0,0.1,16.1,1.6,0.1,0,0,0,0.1,0,0.2,46.9,0,0,0,0.2,0.3,0,0,0.2,0,0,0,0,0,0,0.1,0,0,0.2,0,0,1,0.1,0,3.4,0,0,0.4,0.5,0,0.7,0,0,0,0,0.1,0.3,0,0,0.1,1,3.3
