year,alcoholic_beverages_beverages_alcoholic,alcoholic_beverages_beverages_fermented,alcoholic_beverages_grapes,animal_products_animal_products,cereals_barley,cereals_cereals_other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed_oil,oilcrops_groundnut,oilcrops_oilcrops_other,oilcrops_olives,oilcrops_palm_oil,oilcrops_rape_and_mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices_cloves,spices_pepper,spices_pimento,spices_spices_other,starchy_roots_cassava,starchy_roots_potatoes,starchy_roots_roots_other,starchy_roots_sweet_potatoes,starchy_roots_yams,stimulants_cocoa_beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,32,0,2,212,6,5,28,0,0,114,0,0,480,0,46,0,0,15,1,2,2,0,3,129,4,19,84,0,0,0,0,0,0,1,0,0,18,0,1,0,13,43,3,164,22,40,7,1,0,308,0,2,0,3
1962,33,0,2,213,3,5,27,0,0,148,0,0,531,0,48,0,0,17,1,2,2,0,3,150,12,18,92,0,0,0,0,0,0,1,0,0,19,0,1,0,14,26,4,174,22,40,7,1,0,363,0,2,0,3
1963,29,0,2,212,4,5,28,0,0,111,0,0,480,0,49,0,0,18,1,2,2,0,3,150,2,18,102,0,0,0,0,0,0,1,0,0,19,0,1,0,15,28,4,170,23,40,8,1,0,321,0,2,0,3
1964,26,0,2,212,4,5,27,0,0,152,0,0,478,0,48,0,0,19,1,2,2,0,3,158,4,18,101,0,0,0,0,0,0,1,0,0,19,0,1,0,16,30,4,173,22,39,9,1,0,382,0,2,0,3
1965,34,0,2,215,3,5,27,0,0,130,0,0,552,0,50,0,0,20,1,2,2,0,3,158,5,18,92,0,0,0,0,0,0,1,0,0,19,0,1,0,17,35,4,166,22,39,10,1,0,367,0,2,0,3
1966,38,0,2,227,4,6,28,0,0,136,0,0,548,0,49,0,0,20,1,2,3,0,3,256,5,18,50,0,0,0,0,0,0,1,0,0,21,0,1,0,17,33,4,182,23,43,12,2,0,369,0,2,0,3
1967,35,0,2,231,4,6,29,0,0,157,0,0,461,0,49,0,0,21,1,2,3,0,3,255,4,20,47,0,0,0,0,0,0,1,0,0,22,0,1,0,18,41,5,183,26,51,11,2,0,377,0,2,0,3
1968,29,0,2,247,5,4,28,0,0,155,0,0,515,0,52,0,0,20,1,2,3,0,3,258,2,19,43,0,0,0,0,0,0,1,0,0,23,0,1,0,20,46,5,174,25,55,11,2,0,384,0,2,0,3
1969,36,0,2,270,10,4,28,0,0,158,0,0,503,0,53,0,0,21,1,2,3,0,3,261,2,18,42,0,0,0,0,0,0,1,0,0,24,0,0,0,21,50,6,190,25,49,13,1,0,391,0,2,0,3
1970,36,0,1,291,15,5,31,0,0,158,0,0,536,1,55,0,0,21,1,2,3,0,3,261,2,17,43,0,0,0,0,0,0,1,0,0,26,0,1,0,21,33,6,187,20,42,12,1,0,413,0,1,0,4
1971,38,0,2,315,15,5,28,0,0,141,0,0,535,0,57,0,0,21,1,2,2,0,2,263,0,18,38,0,0,0,0,0,0,0,0,0,27,0,1,0,21,32,7,199,18,54,16,2,0,424,5,2,0,4
